tanggal,komentar,video_id
2023-08-14,Biasanya Anies yg di salahkan. Wktu pa anies jakarta udara sdh sehat solusiinya .si Heru sam jokowi tanya aja sm pa Aniess.....!!!,JMmGVmzXjOo
2023-08-14,Isue udara kotor jakarta Biar pindah kw IKN.....????,JMmGVmzXjOo
2023-08-14,Hari ni udara buruk hari ini di suruh nanem pohon😂😂😂sedia payung pak sblm hujan😂😂,JMmGVmzXjOo
2023-08-14,sejak jaman metromini jugak polusi jakarta dah buruk atuh...,JMmGVmzXjOo
2023-08-14,"Dulu jamannya Pak yg kemaren kualitas udara Jakarta bagus,,cepet amat skrg langsung buruk..",JMmGVmzXjOo
2023-08-14,"Yaaa gara garaa,,,,,pejabatnya maruk harta,,,,mikirrrr,,,,mikirrrr,,,,coba,,,,bedain,thn 80 smpi 90an,,,,,loe org yg nebangin,,,masyarakat yg loe suruh,,nanam,,loe yg dpt untung,,,masyarakat yg buntung,,,,tolollllllllllll",JMmGVmzXjOo
2023-08-14,"Sayangnya banyak yg tdk peduli, dua minggu lalu saya jalan di CFD dan saat dekat ke Semanggi hidung saya gatal2, jadi saya pakai masker, eh ada bapak2 yg sinis ngomong ""yg kita hirup udara, bukan air"", mo marah susah, masa mo marah ma org yg senang menghirup udara berpolusi, so sak karepmu dewek lah, saya pilih pakai masker aja klo outdoor. Buat gub jkt: masy jkt mo nanam pohon di mana pak? Rumah udh ga ada halamannya.. asbun aja klo ngomong",JMmGVmzXjOo
2023-08-14,Tanamin pohon cemara aja di tiao2  trotoar yg lebar... Pohon cemara bikin sejuk tuh... Atau bagi area jalan yg di tengah2 nya ad trotoar lebar Tananin tanaman obat segala jenis khasiat..😁😁😁😁😁 Trs bs di petik gratis dan Supaya warga Jakarta bs slalu menjaga kesehatan nya ketika jkt lg darurat polusi udara... 😁😁😁,JMmGVmzXjOo
2023-08-14,"SEBAIK,,,NYA,,,ORANG,,,,JAKARTA,,HARUS,,,,PINDAH,,DARI ,JAKARTA,,,,,DAN,,,PERUSAHAA,,,,,YG,,ADA,,DI,JAKARTA,,,,,HARUS,,,PINDAH,,,,,SUDAH,,,PADAT,,,,PENDUDUK,,,NYA,,,,,,DI,,PINDAH,,KAN,,,KE,,,KALIMANTAN,,,ATAU,,,,,SUMATRA,,,,,,SULSWESI,,,,,",JMmGVmzXjOo
2023-08-14,Jakarta polusi efek pembangunan ikn bener ga sih analisa saya? Kan kalimantan paru2 dunia,JMmGVmzXjOo
2023-08-13,"Bukan saja di Jakarta Polusi  Buruk.
Di Provinsi Bengkulu samaja",JMmGVmzXjOo
2023-08-17,Udara timur indonesia lebih sehat dari pada udara jakarta,ehH3_MMi-5w
2023-08-16,Knp baru sekarang ya dibikin berkabut langitnya? Tahun2 kemarin biasa aja. Apa buat alasan jualan kendaraan listrik ya? Atau alasan ikn?,ehH3_MMi-5w
2023-08-14,ASAP ROKOK NGARUH KAGAK? KALAU NGARUH COBA BIKIN KEBIJAKAN 1 HARI TANPA KOREK,ehH3_MMi-5w
2023-08-14,Pembangunan doangan pohon pohonnya di babat habis .... Rimbunin pepohonon dong biar hijau jakarta,ehH3_MMi-5w
2023-08-14,"WFH nya harus jangka panjang sih, klo bentaran doang nanti begitu udaranya udah bersih & pada WFO lagi & banyak kendaraan bermotor keluyuran di jalanan lagi malah bisa naik parah lagi polusinya seperti yang terjadi sekarang. Tolong perhatikan juga anak2 di sekolah swasta elit yg diantar jemput kendaraan pribadi (mereka juga salah satu penyebab padatnya kendaraan di jalanan jakarta, terbukti pas lagi liburan kemarin jalanan jakarta jadi berkurang macetnya).",ehH3_MMi-5w
2023-08-13,"Gubernur jkt sekarang, paling tidak punya program . Bisanya hanya merusak program gubernur sebelumnya",ehH3_MMi-5w
2023-08-12,"Padahal weekend tetep polusinya juga tinggi. Emang kocak ini republik, yg harusnya pejabat sanggup buat bikin regulasi yg pasti. Malah pada jadi sales EV rame² 😂😂",ehH3_MMi-5w
2023-08-12,"saya jadi presiden, 1 periode jakarta tanpa polusi dan macet. solusinya 20% perusahaan di jabodetabek beserta seluruh karyawan dan partnernya, pindahin ke luar pulau jawa.",ehH3_MMi-5w
2023-10-03,Wow jkt Prestasi bgt kualitas udara tidak sehat ke dua didunia 👍 .. sedangkan surabaya malah dpt predikat kuliner rawon sebagai sup terenak didunia .. 😂,BO0lrE6sF04
2023-08-15,Surabaya tetap sehat.kan ga ada rencanapindah sursbaya. Jkrt banyak isu menakut2i.banjir sunami longsor macet ambles.tapi urban dari tionkokian banyak sudah mencapai .20%.,BO0lrE6sF04
2023-08-22,"Teruskan bangun pabrik..
Teruskan produksi kendaraan..
Polusi makin berkurang Nice..",F-331kBZvi0
2023-08-18,"Adakah konektifitasnya, diantara polusi, polis/kota besar/Wahyu 17:18, ""...roh-roh jahat di udara.."" dan ""Indonesia Beautiful City"", ucap Nadine di acara Miss Universe?",F-331kBZvi0
2023-08-18,"Tutup pabrik2, mobil/motor diganti sepeda sama kuda... Hidup seperti Tarzan & manusia goa...

TAPI DI MIMPI 🗿🗿🗿",F-331kBZvi0
2023-08-17,Tambah bencana tahun 2050 jakarta tenggelam,F-331kBZvi0
2023-08-16,JEPANG DAN CINA BERASIL NGIRIM LIMBAH POLUSI KE INDONESIA...,F-331kBZvi0
2023-08-16,"Di tinggal anies jakarta jadi amburadul,,,",F-331kBZvi0
2023-08-16,Hapus bio solar harus pakai ultra low sulfur. PLT Gubernur ayo ambil kebijakan kenapa waktu pak Anis udara di Jakarta berada di level yg baik.,F-331kBZvi0
2023-08-16,"Sy bingung 90% org indonesia masih kira polusi itu dari kendaraan. Polusi dari kendaraan hanya sekitar 5-10%. 

90% polusi itu dari pembakaran batu bara di pltu. 

Pltu itu suplai listrik ke mall, office dan perumahan. Dan paling besar supply energy ke pabrik2 besar. 
Dan pabrik sendiri juga ada pembakaran. 

Kenapa waktu lockdown udara membaik ? Karena office mall dan pabrik2 semua pada tutup. Jadi pembakaran di PLtU turun drastis",F-331kBZvi0
2023-08-15,"- integrasi transportasi umum harus dikembangkan utk mengundang orang memakai transportasi umum
- menerapkan system WFH di setiap hari Rabu utk mengurangi mobilitas transportasi pribadi.
- harus juga di pikirkan jalan lain nya utk driver online pada saat penerapan WFH",F-331kBZvi0
2023-08-15,sampai kapanpun siapapun pemimpinya JKT akan tetap polusi slama penggunaan bahan bakar fosil  masih dipake untuk kendaraan dan industri...sudah pindahkan saja ke IKN itupun hanya mengurangi tingkat polusi JKT tidak menyelsaikan persoalan,F-331kBZvi0
2023-08-15,"Solusinya  harus punya orang2 pintar, sayangnya tdk ada orang2nya. Harus segera Audit kualitas BBM yg digunakan yg dijual unt kendaraan sudah memenuhi standard polusi yg menimbulkan residu gas buang, kendaraan sekarang sudah injection ,apakah BBM yg disuply pemerintah/pertamina yg monopoli sudah standard?. Audit Dephub unt kir kendaraan apakah benar2 di kir dng benar, terutama truck yg menggunakan solar yg asapnya hitam. Audit Dep Perindustrian unt kontrol industri yg tdk menggunakan dust collector (penyaring debu dan polusi) apakah sudah diterapkan? Jangan disalahkan masyarakat yg menggunakan kendaraan yg mereka penggerak petekonomian. Mikir mikir jangan sibuk cawe cawe, sudah begini kebakaran jenggot, kesannya seperti tukang tahu bulat dadakan😂",F-331kBZvi0
2023-08-15,"Pak Anis ngak Jadi Gubernur DKI Lagi, Polusi Kendaraan Meningkat di Jakarta",F-331kBZvi0
2023-08-15,"sumber terbesar polusi udara itu adalah Kendaraan berbahan bakar, itu menyumbang skitar 65% sampai 75% polusi udara di perkotaan.
jadi
solusi untuk itu yaitu Kendaraan Listrik.
dan Pln tenaga surya (plts) juga akan di bangun di indonesia dalam skala besar dalam bbrp tahun ke depan.
kendaraan listrik juga enak minim perawatan.",F-331kBZvi0
2023-09-15,"Jakarta Oh Jakarta....so sad, it is because the Government is not professional and too much corruption",frPoXlkkOXM
2023-08-23,"I live in Tijuana Mexico and my special dear friend is in Jakarta. She has her son in very bad condition and Im sure there are many cases like this one. If everyone cares, then each must rise up and do something positive to help. Tell somebody whats going on. Go to demand action where its needed. The strenght of the people is unstopable when there is a just cause. Let aside all politics & religious diferrences. This affects all...I send my prayers for the health of those aected.  Be as one, together. Raise your voice.",frPoXlkkOXM
2023-08-21,"JAKARTA, INDONESIA 😢❤🇮🇩",frPoXlkkOXM
2023-08-19,Cuaca memang sedang buruk. Sudah beberapa hari tidak turun hujan. Jadi debu beterbangan karena aktifitas manusia,frPoXlkkOXM
2023-08-21,Mobil listrik nambah macet dan polusi kendaraan,XGxq1SPHl1c
2023-08-15,ASAP dari PLTU bossss,XGxq1SPHl1c
2023-08-15,Saya suka naik KRL tp sejak jadwal baru jadi malas.. karena   telat teruss.. naik Transjakarta jg bgt antrian untuk transit sangat lama,XGxq1SPHl1c
2023-08-14,"CAPRES SI BLOON ITU SEBUT KENDRAAN LISTRIK LEBIH BANYAK MENIMBULKAN POLUSI,, Tapi Banyak Sebut kendaraan listrik mengurangi POLUSI",XGxq1SPHl1c
2023-08-14,kok ga pabrik yg dicek?,XGxq1SPHl1c
2023-08-13,"Ngurangin solusi ..😂😂😂

Kendaraan baru aja setiap tahun banyak yg keluar baru ...",XGxq1SPHl1c
2023-08-13,Yg pada protes klo masih naik kendaraan pribadi di jakarta berarti sama aja munafik!,XGxq1SPHl1c
2023-08-12,"Rakyatnya aja kemana2 pake mobil motor, kerja di pabrik industri, tpi cuma nyalahin semua pejabat 😂
Mau nanem 1 milyar pohon pun klo masyarakatnya pake kendaraan pribadi terus menerus ya percuma, lagian mau nanem pohon banyak2 gimana org jakarta udh mayoritas wilayahnya semen dan beton semua.
Satu2nya cara cuma nutup pabrik2 industri, ganti kendaraan pribadi menjadi sepeda.
Tapi klo pemerintah daerah atau pusat tiba2 tutup semua industri, ganti kendaraan motor mobil disuruh pake sepeda, apa rakyatnya mau?? Ya enggak lah org mayoritas masyarakat bekerja dan bertahan hidup dari pabrik dan kendaraan2 motor mobil 😂",XGxq1SPHl1c
2023-08-12,5thn Anis Baswedan atasi solusi polusi udara70% aman,XGxq1SPHl1c
2023-08-12,"Mobil listrik bukan solusi,Dubai juga banyak mobil listrik,tapi polusi udara tetap buruk.😇🤟🇲🇨",XGxq1SPHl1c
2023-08-12,Polusi paling parah itu dari cerobong pabrik bukan kendaraan bermotor. Pagi2 jam 5 aja udah kabut itu Jakarta.,XGxq1SPHl1c
2023-08-12,"Macetnya kg nahan,,yg pada kerja knantoran pda naik mobil, terutama para pejabat negara yg enggan naik angkutan umum,jadi makin macet dech jakarta",XGxq1SPHl1c
2023-08-12,"Yang nulis berita,yang kritik,yang kampanye,yang koar koar,semuanya masih melakukan kegiatan yang menyebabkan polusi udara,jangan munafik,sadar diri semua",XGxq1SPHl1c
2023-08-12,Dp mobil 7jt motor 500rb sudah bawa pulang gmna ngak polusi meningkat,XGxq1SPHl1c
2023-08-11,"apa yg bisa diharapkan sdh 2024,semua pengganti jg tidak bisa berharap .... mau bersih pindah ke gunung solusinya jgn di Jakarta",XGxq1SPHl1c
2023-08-11,Usahakan pake sepeda kuranggi kendaraan sepeda motor untuk mengurangi polusi udara harus beralih naek sepeda dan bis umum seperti di China .,XGxq1SPHl1c
2023-08-11,"Sekiranya alat transportasi KAKI lebih banyak digunakan mungkin polusi akan banyak berkurang dan lingkungan bisa menjadi lebih sehat, dgn catatan alat transportasinya itu tidak diserang asam urat atau kena diabetes meletus yg bisa membuat tambah tidak sehat alat transportasinya itu dan malah menjadi penyakit yg perlu dirawat inap di rumah sehat.",XGxq1SPHl1c
2023-08-11,POLUSI TWRJADI KARENA CUACA PANAS TANPA HUJAN. BUKAN CUMA JAKARTA KOK. SEKKITARAN JAKARTA SAYA LIHAT SAMA SAJA,XGxq1SPHl1c
2023-08-11,Woi pejabat Jakarta STOP naik mobil pribadi kok naik ANGKUTAN umum  kereta api itu MRT BBM LRT BASWEY.... Supaya udara Jakarta Tidak kotor asap kendaraan 😜😛😝😜,XGxq1SPHl1c
2023-08-11,"mobil listrik tuh bukannya mengurangi polusi, tetapi memindahkan polusi
‚kalau pembangkit listrik nya aja masih pakai batu bara‘",XGxq1SPHl1c
2023-08-11,"ya ubah aja bus transjakarta pakai bus listrik, sama aja kayak ojol baik sepeda motor / mobil sama aja",XGxq1SPHl1c
2023-08-11,"😂pabrik2 di jakarta aturan sudah pindah,blum truknya yg bolak balik ngirim logistik buat pabrik.....",XGxq1SPHl1c
2023-08-15,"seharusnya cepat bertindak..gedung2 bertingkat, terutama rumah sakit ,menyembrotkan air berkabut ke udara.agar kabut melekat pada air,sehingga udara cerah.",-iWlIfKwxGE
2023-08-13,"Sdh wktunya pindah Ibukota krn sdh padat penduduk
Klo orang yg menghalangi perpindahan ibukota psti org yg menginginkan org2 yg ada di JABODETABEK mati krn polusi",QIEgYtW9gIQ
2023-08-13,Biarin aja dh..rakyat pribumi sudah terbiasa menghirup udara tak segar... Mungkin para petinggi2 n penguasa jakarta yg ketakutan akan menghirup udara jakarta sekarang. Ya secepatnya pada pindah ke ikn aja yaaak😂,QIEgYtW9gIQ
2023-09-08,"konyol banget 😅
bukannya di sedot polusinya... malah di seemburin air 🤣 cemerlang sekali bapaaaak",52fywEn-_t8
2023-09-08,"CUKONG BBM BKIN PROPAGANDA PLTU YG BKIN POLUSI DAN GBLKNYA SDM RENDAH PRCAYA PDHL 90% KRNA KNALPOT....LOGIKA AJA WKTU PNDEMI PLTU TTP OPRASI NYATANYA MLH BKIN LANGIT BIRU TUH, DAN KLO KRNA PLTU, PAITON SBG PLTU TRBSAR JD DAERAH PLING POLUSI...",52fywEn-_t8
2023-08-22,Pindah industri keluar Jakarta.,HxPA8LSf_jc
2023-08-13,"Transportasi tidak bisa di hindari, kenapa tidak energi dan sisa 25% nya yg coba di kurangi? Cerobong2 asap PLTU itu pasti tidak pernah di audit apakah sesuai atau tidak filternya.",woz3YN8vVE0
2023-08-13,"Hanya Jakarta yg bisa wujudkan impian kita 
Segera Jual Rumah 
Bawa Keluarga Semua Pindah Jakarta
👍👍👍",woz3YN8vVE0
2023-08-29,Harusnya jakarta dapat sertifikat dari green peace dinobatkan sebagai kota terkotor polusi udara di dunia.,qhX3vvTg2SE
2023-08-24,"Kend. Listrik bukan solusi tepat. Harus mutlak dibuat jalan sepeda, dg cara memperkecil jalan kend roda 4. Sehingga tranportasi sepedah lebih cepat dari pada Kend berbasis BBM. Memang berat dilakukan tpi ini pilihan mau udara bersih atau menghirup udara polusi.",qhX3vvTg2SE
2023-08-15,Jakarta nasibmu kini. Ditangani org yg gagal paham menejemen perkotaan. Heru gak nyampe... Mikirnye,qhX3vvTg2SE
2023-08-14,Gw tanam Pohon.. tapi Bukan di Jkt...,qhX3vvTg2SE
2023-08-09,"Tetangga bakar sampah sehari 5x juga buat kualitas udara buruk  sulit untuk mendapatkan kesehatan .. di tegur pun gk mempan, ada aturan larangan nya gk sih ? selalu bakar sampah bikin polusi, saya yakin disengaja",qhX3vvTg2SE
2023-08-09,Metro tv.. inikan yg dioceh RG tentang IKN. Jkarta kan sdh darurat polusi udara,qhX3vvTg2SE
2023-09-02,Asap nya di arah kan ke air aja,aEa5FF5-IIs
2023-09-02,Itu mah bukan polusi lagi 😅,aEa5FF5-IIs
2023-08-31,Yg anti pemberantasan polusi udara = primitif,aEa5FF5-IIs
2023-08-30,"Janganlah semua sok msnjadi ahli, lalu memberikan statement yg belum tentu tepat.
Kades yg membela itu bisa jadi karena memperhitungkan banyak hal.
Dengan di tutupnya usaha warganya, bagaimana cara mencari solusi penghidupan warganya yang jumlahnya tidak sedikit, efek dominonya berapa banyak pengguna arang batok yang terimbas dengan tidak adanya barang yang di butuhkan utk usahanya, mungkin tukang sate dll.
Jadi pertimbangan pak Kades itu panjang dan banyak.

Lagian yg namanya polusi itu tidak hanya seperti yang terlihat asap yg membubung saja, tapi seberapa kandungan zat partikel berbahayanya belum di periksa dengan.alat deteksi,

Pejabat yang menutup usaha kecil itu harus punya dasar data, jangan asal menutup usaha saja.
Dampak sosialnya, efek dominonya bagi usaha kecil juga harus menjadi pertimbangan.

Para netizen yg sok ahli itu kan tidak mikir, andai mereka pada posisi yang terkena dampak dari penutupan pabrik arang itu, entah itu pemilik, karyawan, dan para pengguna arang batok, banyak sekali rentetannya.

Dan bagi Pemerintah kalau mau serius mengurangi polusi, lihat PLTU kita, harus berani eksplorasi dan gunakan energi baru dan terbarukan. 
Berani hijrah dari Pembangkit Listrik tenaga uap berbahan bakar batubara, di alihkan ke Geothermal yang Nol polusi, Nol biaya bahan bakar, walau investasi awal-nya memang sangat mahal, tapi di perhitungkan biaya beli batu bara berapa tahun kedepan sdh impas, dan paling pentingnya target menekan polusi Nol.
Masih banyak banget ladang Geotermal yg belum di eksplorasi di Negeri ini, yg sudah di maksimalkan, di tambah dg sumur-sumur baru, dan di kerjakan oleh Putra-putri anak bangsa, jangan bloknya di jual ke Asing, sehingga listrik yg di hasilkannya menjadi mahal, karena investasi swasta asing.

Mari semua pada belajar faham permasalahan, dan memberikan ide solusi.",aEa5FF5-IIs
2023-08-30,"lawak kadesnya, ga pakai logika, suruh dia ngirup asap tebal itu",aEa5FF5-IIs
2023-08-30,"Kocak buk ratusan tahun 😂 berarti sama aja kayak pejabat lainnya yang udah tau polusi tapi dibiarin. Justru ditutup biar nggak nambahin polusi lagi. Asap hitam ngebul gitu kok masih ngeyel belain, kok bisa sih daftar jadi kades 🤡",aEa5FF5-IIs
2023-06-19,Iya kaleee....kan mobil/motor di JKT cm sedikit di jalanan & ga mungkin bikin polusi udara. Selain itu juga ga bisa jalan semua mobil/motornya krn terganggu jalur sepeda & pelebaran trotoar yg sdg inprogress mo di delete oleh pltgub,HTJ7lrYppzk
2023-09-29,asap debu batubara bisa dikendalikan jika ada kemauan. bisa dinetralisir. hanya kemauan yg dituntut. mau tahu pengendaliannya seperti apa?,Q37lJ2ulyq4
2023-09-19,aku baru tahu klo marunda banyak masalah itu tapi emang klo ke sana banyak debu,Q37lJ2ulyq4
2023-09-17,"Selamat Mba najwa, sekarang sejakarta raya, sampe depok bukan cuma di marunda. Bisa lah di up lagi",Q37lJ2ulyq4
2023-09-14,Itu PLTU di Bekasi juga meresahkan. Merusak lingkungan kala malam hari cerobong asap nya ngeri ngeluarin banyak POLUSI,Q37lJ2ulyq4
2023-09-13,"Cerdas, sudah dibahas Najwa shihab 1 tahun yg lalu. Tapi pemerintah tutup mata krn pabrik2 batubara cuannya besar apalg mau pemilu, buat MODAL anak2nya nyalon.",Q37lJ2ulyq4
2023-09-12,"plta  adalah energi bersih, pltu, pltd, pltn, semua  energi kotor, penuh limbah dan biang polusi....kapan energi panas matahari, angin, panas bumi  bisa menjadi  sumber energi inti di indonesia,",Q37lJ2ulyq4
2023-09-12,"Ky pabriknya kaido, mencemari lingkungan dan rakyat jd korban, siapa yg mendapat keuntungan???",Q37lJ2ulyq4
2023-09-10,"Yaampun masalahnya udh bertahun2 ternyata ya, di up tiap taun atau gmn ya masalah polusi ini. Ga beres2. Sedih",Q37lJ2ulyq4
2023-09-10,Knp ga di pulau seribu yang tak berpenghuni .. kan banyak pulau kosong gitu.. polusi pekat di jakarta kyanya dr batu bara ini nih.. plus emisi juga.. sejak kapan ya listrik tenaga batubara  ini beroperasi,Q37lJ2ulyq4
2023-09-10,Bahkan sebelum polusi jakarta kian banyak team mata najwa sudah dulu sadar akan hal ini ..,Q37lJ2ulyq4
2023-09-10,"Salut dgn suku dinas lingkungan hidup yg terus mendorong agar lbh baik, Pak asep ud bagus tp kurang galak pak ngadepin yg berduit, , bertahun2 udah terjadi polusi di sana, .... karena banyak ngeles / silang pendapat nya,, padahal anak2 yg kena sakit kulit ud bnyak, blm pernapasan, ..ITU DIRUT KaCeN NGELES PINTER BANGET, sy yakin kluarganya jg gk ada yg mau dket2 daerah situ kalau emg tdk bahaya.",Q37lJ2ulyq4
2023-09-08,Keren sekali mba nana..kupas tuntas masalah polusi,Q37lJ2ulyq4
2023-09-08,Pak jokowi maukah kesini? Narasi topik sumber polusi di jakarta yg non transportasi dgn fakta2 yg akurat,Q37lJ2ulyq4
2023-09-08,"Ingat ya,ini belum lagi kalo produksi batrey Mobil listrik,yg limbah Dan polusi udaranya lebih jahat Dan parah",Q37lJ2ulyq4
2023-09-08,"Ngomong-ngomong soal pencemaran udara karena baru bara, kyaknya mba nana perlu ke kecamatan merapi, kab. Lahat, SUMSEL. Udah berpuluh kali protes dalam bentuk demo penutupan jalan/kantor batu bara akibat jalan rusak dan polusi udara. Ttp ga digubris. 
Nampaknya ""mungkin"" Ada politik juga disitu.. ""Mungkin"" Yaa",Q37lJ2ulyq4
2023-09-08,"Nah ini baru bener smua y jgn lhat satu sisi dr kendaraan mbil pribadi , coba it kemenhub dan kementrian industri dan lingkungan liat dan periksa it pbrik"" batubara ada ijin ya gk dan sesuai tidak dngan sop lingkungan hdup ...ini asap byk polusi byk slahkan mbil pribadi saja , truk"" dan pbrik di merunda it byk yg nakal",Q37lJ2ulyq4
2023-09-08,Polusi dari ini,Q37lJ2ulyq4
2023-09-08,"STOP BATU BARA...
dan biarkan jakarta kekurangan listrik..
entar juga demo lagi tuh.. 😁😁😁


Jakarta gak ada listrik kalau gak pake batu bara..
ujung²nya ambil listrik dr daerah lain.. 🤣🤣🤣",Q37lJ2ulyq4
2023-09-07,"Ini biasa skrg jaman media gmpg bikin opini, aneh tiba2 ngmgin polusi udara syutingnya pas pagi saat emg berkabut dan yg disalain kendaraan polusi mw ad suru pake masker pengurangan kendaraan,4in1 24jam,pertalite mw diilangin.udh jelas aneh tiba2 ngangkat tema polusi lgs massive dlm bbrp hr tp ga sedikitpun menyalahkan industri2 yg asepnya luar biasa.",Q37lJ2ulyq4
2023-09-07,Ini loh yang bikin polusi di jakarta 😂,Q37lJ2ulyq4
2023-09-07,Saya datang dari masa depan dan mengabarkan bahwa jakarta hari ini adalah kota dengan polusi tertinggi,Q37lJ2ulyq4
2023-09-07,Awokawokawok yg bikin polusi siapa yg motor ditilang siapa,Q37lJ2ulyq4
2023-09-07,😊Yap..uji emisi gas buang cerobong asap horisontal sudah berhasil direalisasikan😅..kini tinggal menunggu giliran uji emisi gas buang  cerobong asap vertikal😂😂,Q37lJ2ulyq4
2023-09-06,Setelah polisi nya sampe jakarta baru mulai ribut. Typical,Q37lJ2ulyq4
2023-09-06,PENYEBAB UTAMA BURUKNYA UDARA DI JAKARTA.. OH JADI INI BIANG MASALAH'Y. knp yg disalahin kendaraan?! hahaha,Q37lJ2ulyq4
2023-09-06,Pengen gak ada polusi? Jangan ada kegiatan.. di rumah saja..! Mati lampu karena tdk ada bahan bakar? Biarin aja..! Yg penting tdk ada polusi..,Q37lJ2ulyq4
2023-09-06,"Ngomongin isu polusi batubara? Kurang tepat rasanya kalau seakan menyalahkan pihak pemerintah dan pengusaha saja. Demand akan listrik sangat berpengaruh dari tingkat pertumbuhan populasi manusianya. Kebutuhan akan energi listrik yang terus meningkat secara cepat dengan sangat terpaksa menggunakan energi alternatif tercepat dalam produksi listrik. Ini bukan masalah yang menjadi bom dalam sehari, sudah dirakit berpuluh-puluh tahun lamanya. Kebiasaan ketika masih status anak muda ingin merantau ke area ibukota, memutuskan berkeluarga dan tetap tinggal di ibukota menjadikan kebutuhan listrik menjadi semakin banyak. Manusia cuman bisa menyalahkan pemerintah dan pengusaha sekarang. Ibarat bom yang meledak, kita yang merakit, tetapi ketika sudah meledak kita tinggal menyalahkan pihak keamanan terkait dan supplier bahan bakunya. Begitulah manusia.",Q37lJ2ulyq4
2023-09-06,"asap drmn tp yg di salahin kendaraan, banyak orang yang belum sempat uji emisi kena tilang.",Q37lJ2ulyq4
2023-09-05,"Bener dong, sekarang jakarta masalah polusi, cuma sekarang solusinya hanya pembatasan kendaraan, padahal lebih dari itu😂",Q37lJ2ulyq4
2023-09-05,"this was an investigation from a year ago.. salam dari 2023, jabodetabek pada kena ispa karena polusi..",Q37lJ2ulyq4
2023-09-05,"fix ini sih yang salah angin, sama seperti kasus kanjuruhan",Q37lJ2ulyq4
2023-09-05,Up penyebab polusi,Q37lJ2ulyq4
2023-09-05,"pernah gue pKL PRAKTEK KERJA LAPANGAN di salah satu sekolah smk dekat dengan pertambangan pasir. ebuset baru selesai bersihin 10 menit langsung kotor lagi 😂 kata pembimbing udah kamu bersih² pas pagi sama sore aja. untungnya gue gk punya alergi sinus. pKL slama 3bulan aja lumayan lah polusi debunya. bukit² dikerukin, entah dijual kemana itu tanah sama pasir. 😢",Q37lJ2ulyq4
2023-09-05,polusi krn pltu tp pemerintah suruh org ganti pake mobil listrik. 😂 sama ajak sakit pala tp di kasi obat sakit pinggang😂,Q37lJ2ulyq4
2023-09-05,Pabrik2 londry yang masih menggunakan batu bara di daerah kampung baru kebon jeruk sukabumi selatan jakarta barat masih melang lang buana...tak perduli kesehatan warga sekitar,Q37lJ2ulyq4
2023-09-05,"Udara jakarta lg buruk, ini muncul di FYP",Q37lJ2ulyq4
2023-09-04,"masalahnya kalau pake batubara mau pake apa? tenaga surya dan angin ga bakal cukup. energi paling aman nuclear fusion Dan belum ada yg berhasil, tenaga nuklir sekarang ini juga menghasilkan limbah yg jauh lebih parah. Mobil listrik aja buah simalakama, makin banyak Mobil listrik berarti makin banyak batubara yg perlu dibakar karena casnya pake listrik kan? belum lagi harus nambang nickel, bauksit, lithium dll Dan batre bekasnya lon bisa didaur ulang. 
clean energy cuma nuclear fusion, sampai saat ini yg paling suskses baru china lewat matahari buatannya, Selama ini belum berhasil yah belum ada solusi untuk clean energy, kexuali yah balik aja ke jaman naik kuda.",Q37lJ2ulyq4
2023-09-04,"Video ini tiba² muncul saat polusi Jakarta sedang tinggi²nya
Apakah ini tanda klo penyebab polusi ?",Q37lJ2ulyq4
2023-09-04,"""Ada bukti bahwa pengerjaan sesuai SOP."" Bukti berupa dokumen dan foto bisa dimanipulasi. Bisa saja fotonya baru difoto hari itu. Hari berikut2nya tidak dijalankan. 
Udah jelas itu temuan debu bergunung2 di rusun.",Q37lJ2ulyq4
2023-09-04,Kami yg di jakarta utara teluk gong terasa bangat,Q37lJ2ulyq4
2023-09-04,"Mau dilema tapi gimana listrik di indo hampir semuanya pake batubara, selain lebih mudah murah daya yg dihasilkan juga gedhe tapi ya itu emisi harus dipikirkan kerusakan lingkungan yg dihasilkan, hanya ada satu metode penghasil listrik yg menyamai PLTU Batu bara yaitu Nuklir, mau matahari angin panas bumi air belum mampu menyamai 😌nuklir terlalu beresiko di indo soalnya rawan gempa juga, jadi dilema juga 🥲",Q37lJ2ulyq4
2023-09-04,"Itu nasib yg jauh dari dampaknya, gimna yg bekerja tiap hari sampai seluruh badanya hitam kena debunya. Perlindungan pekerja dibidang tersebut juga butuh perlindungan.",Q37lJ2ulyq4
2023-09-03,"Bisa gak Kominfo dan KLHK jgn SMS nya gini2:
Jangan lakukan kegiatan yang menyebabkan kebakaran hutan/lahan dan menimbulkan kabut asap. Hindari lokasi terbakar dan patuhi arahan petugas. KLHK-Kominfo.

---------
Tapi ganti redaksi 😂...berani?",Q37lJ2ulyq4
2023-09-03,"Polusi di jakarta, bukan karena asap kendaraan bermotor. Tapi akibat ulah KERAKUSAN mafia mafia energi batubara, yang mengelilingi Presiden Jkw, dan sudah mengatur kebijakan pengelolaan energi nasional.

Para taipan batubara ini sudah mengatur kebijakan pengelolaan sumberdayà energi nasional, hanya karena KERAKUSAN UANG dan kekuasaan..",Q37lJ2ulyq4
